pdb	alpha_helical(%)	beta_strand(%)	coil(%)
6j2l	47.88	27.55	24.57
4qq5	47.88	27.55	24.57
3m76	47.89	27.55	24.56
7acx	47.86	27.56	24.58
4wd9	47.84	27.58	24.58
1ybk	47.85	27.57	24.58
6x44	47.84	27.58	24.58
4x8a	47.85	27.57	24.58
5l44	47.86	27.57	24.57
1qkp	47.87	27.56	24.57
5zty	47.88	27.56	24.56
8c32	47.88	27.55	24.57
6ei3	47.9	27.54	24.56
3zfw	47.91	27.54	24.55
1vd5	47.91	27.54	24.55
5ghv	47.9	27.54	24.56
5hb4	47.93	27.53	24.54
1ft1	47.94	27.52	24.54
6dv9	47.87	27.55	24.58
5nkg	47.87	27.55	24.58
6bpl	47.89	27.54	24.57
2yik	47.89	27.55	24.57
6ddz	47.88	27.55	24.57
2qoq	47.87	27.55	24.57
2awy	47.88	27.55	24.57
7acz	47.86	27.56	24.59
5tyb	47.86	27.55	24.59
6f62	47.87	27.55	24.58
8adm	47.88	27.54	24.58
8jgu	47.87	27.54	24.58
6ejl	47.89	27.53	24.58
7zna	47.91	27.52	24.57
6hba	47.91	27.52	24.57
5egy	47.91	27.52	24.57
8wa7	47.9	27.53	24.57
6h50	47.89	27.54	24.58
3k59	47.88	27.54	24.59
3ibj	47.88	27.53	24.58
6fbf	47.88	27.53	24.59
2z5r	47.89	27.53	24.58
3ccv	47.78	27.59	24.63
7eao	47.78	27.59	24.63
3gma	47.77	27.6	24.63
8j5w	47.76	27.6	24.64
6nmg	47.78	27.59	24.63
2fxm	47.79	27.58	24.62
4lli	47.8	27.58	24.62
2zxx	47.81	27.58	24.61
2p4w	47.82	27.58	24.61
8q9n	47.81	27.58	24.61
4rpe	47.82	27.57	24.61
4duy	47.78	27.6	24.63
2y6y	47.78	27.6	24.63
1kp9	47.77	27.6	24.63
8au2	47.78	27.59	24.63
7dhg	47.79	27.59	24.62
6zc9	47.83	27.57	24.61
2h7h	47.83	27.56	24.61
6ry7	47.83	27.56	24.61
4yv6	47.85	27.55	24.6
5nxc	47.85	27.55	24.6
2bs3	47.84	27.56	24.6
1u49	47.84	27.56	24.6
3fzh	47.84	27.56	24.6
4zry	47.85	27.55	24.6
8i5f	47.85	27.56	24.6
4ryr	47.85	27.56	24.59
3w3v	47.88	27.54	24.58
4uny	47.83	27.56	24.61
4qtn	47.85	27.55	24.6
4k3a	47.82	27.57	24.62
4wfb	47.72	27.61	24.67
3f66	47.71	27.62	24.67
4z3o	47.7	27.63	24.67
1o5h	47.71	27.62	24.67
8qng	47.71	27.62	24.67
5l43	47.72	27.61	24.67
3mgh	47.72	27.61	24.67
7akz	47.73	27.61	24.66
2o6y	47.75	27.6	24.64
3mbg	47.76	27.6	24.64
2dg8	47.77	27.59	24.63
6jlk	47.78	27.59	24.63
4c9b	47.78	27.6	24.63
6ygb	47.78	27.6	24.63
7qjj	47.78	27.6	24.62
5f6f	47.78	27.6	24.62
3q15	47.8	27.59	24.61
7uk1	47.79	27.59	24.62
2ja7	47.62	27.69	24.69
5vu4	47.58	27.7	24.72
2wpv	47.59	27.69	24.71
2bkn	47.6	27.69	24.71
4c7r	47.65	27.66	24.69
4xdn	47.66	27.66	24.69
1zax	47.66	27.65	24.68
6kqe	47.6	27.69	24.72
6z6e	47.6	27.68	24.71
6yp8	47.61	27.68	24.71
3fxx	47.6	27.68	24.71
2ux4	47.6	27.68	24.72
3a9q	47.71	27.64	24.65
6o4o	47.71	27.64	24.65
5l24	47.75	27.62	24.64
3vvp	47.78	27.6	24.62
9icf	47.77	27.6	24.62
4dgw	47.78	27.6	24.62
2o7h	47.78	27.6	24.62
3cc6	47.78	27.6	24.62
4f3o	47.78	27.6	24.62
4jr8	47.79	27.6	24.62
5vlr	47.78	27.6	24.62
4uzy	47.8	27.6	24.61
1pt5	47.79	27.6	24.61
1gkm	47.79	27.6	24.61
5bpt	47.78	27.61	24.61
5prc	47.77	27.61	24.62
7edp	47.78	27.6	24.62
1wzf	47.79	27.6	24.61
8s5t	47.8	27.6	24.61
8w1e	47.84	27.57	24.58
6rsu	47.84	27.58	24.58
8ppa	47.83	27.58	24.58
4v37	47.81	27.59	24.6
2wtk	47.8	27.6	24.6
4dfp	47.8	27.6	24.6
5ouw	47.81	27.59	24.6
4mme	47.84	27.58	24.59
8t0p	47.85	27.57	24.58
4hld	47.85	27.57	24.58
1d7m	47.86	27.57	24.57
2nvq	47.78	27.61	24.61
4n4n	47.78	27.61	24.61
3s7b	47.78	27.61	24.62
7ev8	47.78	27.61	24.61
5bs8	47.77	27.62	24.61
6en5	47.79	27.61	24.6
8h8l	47.79	27.6	24.6
2cn6	47.8	27.6	24.6
3ule	47.77	27.62	24.61
4o5j	47.78	27.61	24.61
4jl9	47.78	27.61	24.61
3ssu	47.78	27.61	24.61
8cpl	47.77	27.61	24.62
6srd	47.77	27.61	24.62
6smy	47.77	27.61	24.62
4ayx	47.78	27.6	24.62
8jf5	47.78	27.6	24.62
3frr	47.78	27.6	24.62
5cnt	47.78	27.61	24.61
1aew	47.79	27.61	24.61
3zuw	47.79	27.61	24.61
4j2c	47.79	27.6	24.6
7lek	47.8	27.6	24.6
4wba	47.81	27.59	24.59
4aur	47.82	27.59	24.59
5m35	47.83	27.58	24.58
3rdh	47.86	27.57	24.57
3mzo	47.87	27.56	24.57
1tqt	47.85	27.58	24.58
1d01	47.81	27.61	24.58
3vsj	47.79	27.62	24.59
6sl7	47.81	27.61	24.58
4mz6	47.82	27.61	24.58
4bpb	47.81	27.61	24.58
2eiu	47.8	27.61	24.59
2hmf	47.78	27.62	24.61
4gl9	47.74	27.63	24.62
7d9v	47.76	27.62	24.62
6zia	47.75	27.63	24.62
5m0j	47.77	27.62	24.61
3nnx	47.76	27.62	24.62
5jc7	47.75	27.62	24.62
6ake	47.75	27.63	24.62
3kbh	47.75	27.63	24.62
8brz	47.75	27.62	24.63
1q5i	47.77	27.61	24.62
3c1m	47.75	27.62	24.63
1hgh	47.71	27.63	24.66
1c03	47.72	27.62	24.66
4aif	47.72	27.62	24.66
2ehw	47.74	27.61	24.65
8ez5	47.74	27.61	24.65
1ar4	47.74	27.61	24.65
8is8	47.75	27.61	24.65
6ivo	47.79	27.59	24.62
5kud	47.8	27.58	24.62
2eil	47.82	27.58	24.6
2jiu	47.81	27.59	24.6
4zvb	47.83	27.58	24.59
4hbj	47.83	27.58	24.6
6v6k	47.79	27.6	24.61
7bdp	47.79	27.6	24.61
6ao5	47.79	27.6	24.61
1l2j	47.8	27.6	24.6
1jre	47.84	27.57	24.59
8e6l	47.85	27.57	24.58
4b8p	47.88	27.55	24.57
6hx2	47.89	27.54	24.57
5kf0	47.87	27.55	24.58
7pf9	47.88	27.55	24.58
8dso	47.87	27.55	24.58
2wr3	47.83	27.56	24.6
1xaw	47.84	27.56	24.6
1r9s	47.77	27.6	24.63
2qjp	47.77	27.61	24.63
4ll8	47.79	27.6	24.62
1k6n	47.78	27.59	24.62
7lq4	47.79	27.59	24.62
1bk6	47.81	27.58	24.61
6fes	47.84	27.56	24.6
4dr1	47.8	27.58	24.62
4c6g	47.83	27.56	24.6
5k31	47.79	27.58	24.63
6hui	47.81	27.57	24.63
5ltv	47.78	27.57	24.65
4hbl	47.79	27.56	24.65
6h2f	47.92	27.5	24.58
5ww9	47.93	27.49	24.58
5lg2	47.93	27.49	24.58
7cr9	47.93	27.49	24.58
7r0k	47.93	27.49	24.58
3ru0	47.93	27.49	24.58
4bec	47.91	27.51	24.58
4wlr	47.91	27.51	24.59
4oxm	47.91	27.5	24.58
8i3e	47.93	27.49	24.58
6eod	47.93	27.48	24.59
4kvm	47.96	27.46	24.58
6ulj	47.96	27.46	24.59
6ei0	47.97	27.45	24.58
4rc6	47.99	27.44	24.57
4dhp	47.99	27.44	24.57
3kbu	48.0	27.43	24.57
2wcd	48.29	27.27	24.44
1rqi	48.3	27.27	24.43
4i2c	48.3	27.27	24.43
2bko	48.3	27.27	24.43
2qod	48.29	27.27	24.44
8tdb	48.3	27.27	24.44
2p4v	48.29	27.27	24.44
2psq	48.28	27.28	24.44
3uno	48.36	27.24	24.4
3esl	48.37	27.24	24.39
5zz7	48.37	27.24	24.39
6yb0	48.39	27.23	24.38
1wle	48.38	27.23	24.38
4jkr	48.28	27.29	24.43
5fzi	48.27	27.3	24.43
4fas	48.26	27.3	24.43
8fzk	48.31	27.28	24.42
2y3q	48.35	27.26	24.39
5mee	48.35	27.26	24.4
4ji0	48.31	27.28	24.41
1dgd	48.31	27.28	24.42
5yu6	48.34	27.26	24.4
8c7c	48.34	27.26	24.4
4nj0	48.34	27.26	24.4
6gow	48.35	27.26	24.39
6wyf	48.35	27.26	24.39
4in5	48.35	27.26	24.4
4oh3	48.37	27.25	24.39
4h1j	48.36	27.25	24.39
6rru	48.34	27.26	24.4
5kuy	48.3	27.27	24.43
2v3n	48.29	27.27	24.43
5nkd	48.29	27.28	24.43
8fmo	48.3	27.27	24.43
4dji	48.32	27.26	24.42
5tq7	48.31	27.27	24.42
6rph	48.32	27.26	24.42
4iqv	48.31	27.26	24.42
3q6w	48.31	27.27	24.42
4e4v	48.33	27.25	24.42
3r4h	48.34	27.25	24.41
4zl5	48.36	27.24	24.4
3tub	48.36	27.24	24.4
4kx6	48.35	27.24	24.41
6imv	48.35	27.24	24.41
2hen	48.33	27.25	24.42
4evc	48.33	27.25	24.41
6nsp	48.33	27.25	24.42
3abk	48.35	27.25	24.4
4zm1	48.36	27.24	24.4
3wze	48.35	27.24	24.4
3ulq	48.36	27.24	24.4
6vlf	48.35	27.24	24.41
3wyf	48.38	27.23	24.39
7be6	48.38	27.23	24.4
6gmm	48.38	27.23	24.39
3s7d	48.38	27.23	24.4
5mxo	48.38	27.22	24.39
5jwi	48.37	27.23	24.4
8kag	48.36	27.24	24.4
4nv6	48.37	27.24	24.4
3ubn	48.3	27.27	24.43
1c94	48.3	27.27	24.43
5bny	48.27	27.29	24.45
2olt	48.29	27.28	24.44
5f5w	48.28	27.28	24.44
5e01	48.28	27.28	24.44
4by1	48.21	27.32	24.47
6y44	48.22	27.31	24.47
1wn0	48.23	27.31	24.46
4k84	48.24	27.3	24.46
4gtr	48.24	27.3	24.46
6x5r	48.24	27.3	24.46
3ubj	48.17	27.34	24.49
3cth	48.16	27.34	24.5
9b12	48.16	27.34	24.5
4i5c	48.16	27.34	24.5
6t5i	48.15	27.35	24.5
3s9o	48.16	27.34	24.5
6ied	48.17	27.34	24.49
1xnf	48.18	27.33	24.49
5h3w	48.18	27.33	24.49
2j0k	48.16	27.34	24.5
2nvx	48.09	27.38	24.53
3zou	48.1	27.38	24.52
7pva	48.09	27.38	24.53
7d9n	48.11	27.37	24.52
2x67	48.11	27.37	24.52
5ys9	48.12	27.36	24.51
9ica	48.12	27.36	24.51
1gu6	48.12	27.36	24.51
3qo5	48.12	27.37	24.51
7udm	48.14	27.36	24.5
6hzu	48.13	27.36	24.51
6vg5	48.13	27.36	24.5
6dlm	48.14	27.36	24.5
4f2s	48.14	27.36	24.51
7rfx	48.15	27.35	24.5
5oxm	48.16	27.35	24.5
4gts	48.16	27.34	24.5
3oro	48.16	27.34	24.5
6s8a	48.15	27.35	24.5
1y5n	48.13	27.36	24.51
2izt	48.12	27.36	24.51
3glm	48.1	27.38	24.52
2ghy	48.11	27.37	24.52
6rw3	48.15	27.35	24.5
2hr5	48.16	27.35	24.49
4i7z	48.16	27.35	24.49
4cbk	48.19	27.33	24.48
6g7o	48.19	27.33	24.48
2iz7	48.19	27.33	24.48
3psb	48.18	27.33	24.48
4hls	48.18	27.33	24.48
5tw1	48.14	27.35	24.5
3rad	48.13	27.36	24.5
5an3	48.14	27.36	24.5
6ghk	48.13	27.36	24.5
3ubr	48.13	27.37	24.5
4i9e	48.15	27.36	24.5
3w2s	48.14	27.36	24.5
1kg8	48.15	27.36	24.49
8aq1	48.15	27.36	24.49
6xvj	48.15	27.36	24.49
8vre	48.15	27.36	24.49
4c0q	48.18	27.34	24.48
2vrs	48.16	27.35	24.49
6owj	48.16	27.35	24.49
1lt9	48.12	27.37	24.51
3zc1	48.16	27.35	24.49
8kh6	48.16	27.35	24.49
6rrk	48.17	27.34	24.48
3pu3	48.16	27.35	24.48
7p73	48.16	27.35	24.48
4i4f	48.16	27.35	24.49
3q14	48.17	27.35	24.48
1vgm	48.17	27.35	24.48
6sf4	48.18	27.34	24.48
3bym	48.18	27.34	24.48
5odw	48.13	27.37	24.5
7rf9	48.13	27.38	24.5
3iqz	48.13	27.38	24.49
4tsf	48.1	27.4	24.51
1y4z	48.08	27.41	24.51
1unk	48.08	27.41	24.52
5t0b	48.04	27.42	24.53
7b5t	48.04	27.42	24.53
4rzp	48.05	27.42	24.53
3sxq	48.04	27.43	24.53
6qdt	48.05	27.43	24.53
4txq	48.05	27.42	24.52
3ll9	48.05	27.42	24.53
7tkv	48.04	27.42	24.53
6ti3	48.03	27.42	24.54
3usk	48.08	27.4	24.52
6y4k	48.09	27.39	24.52
4lxv	48.02	27.41	24.56
8bop	48.02	27.41	24.56
7acy	48.0	27.42	24.58
3m65	48.0	27.43	24.58
7dui	47.96	27.44	24.6
3jpt	47.96	27.44	24.6
5cns	47.96	27.45	24.59
2ycz	47.98	27.44	24.58
7ab0	47.97	27.44	24.58
2bb6	47.97	27.45	24.58
6kof	47.97	27.45	24.58
6efk	47.98	27.44	24.58
2xko	47.97	27.45	24.58
8j16	47.97	27.44	24.58
6ssp	47.93	27.48	24.59
6cf5	47.89	27.49	24.61
8hvj	47.91	27.49	24.61
5fwj	47.89	27.49	24.61
6ybz	47.92	27.48	24.6
6sqg	47.95	27.47	24.58
2x2m	47.94	27.47	24.59
6zxs	47.95	27.47	24.58
6jhm	47.94	27.48	24.58
1z0j	47.94	27.48	24.58
8q1g	47.94	27.48	24.58
5m37	47.95	27.47	24.58
2hap	47.95	27.47	24.58
6jkd	47.96	27.47	24.57
3l72	47.96	27.48	24.56
4dzo	47.96	27.48	24.56
8fri	47.96	27.48	24.56
6rx2	47.96	27.48	24.56
6ikn	47.99	27.46	24.55
4ebj	47.99	27.46	24.55
4ag8	47.98	27.46	24.55
3kcz	47.98	27.47	24.55
6elr	47.97	27.48	24.56
6n9h	47.97	27.47	24.55
6rf6	47.98	27.47	24.55
6gy8	47.99	27.46	24.55
6d5k	48.0	27.46	24.54
6gbg	48.0	27.46	24.55
3rt3	47.99	27.46	24.55
4i4e	47.99	27.46	24.55
3zym	48.01	27.45	24.54
6qo7	48.02	27.45	24.54
2ycy	48.03	27.44	24.53
5gou	48.06	27.42	24.51
8z61	48.07	27.42	24.51
4img	48.07	27.42	24.51
4p1w	48.09	27.41	24.5
7ll4	48.08	27.41	24.5
6k6k	48.09	27.41	24.5
5ly0	48.09	27.41	24.5
3epv	48.1	27.4	24.49
7f86	48.17	27.37	24.46
6s7q	48.19	27.36	24.45
3vrc	48.2	27.36	24.45
2b1z	48.2	27.35	24.44
6tk6	48.21	27.35	24.44
1siq	48.21	27.35	24.44
3dk3	48.2	27.36	24.44
5h2k	48.21	27.35	24.44
5bu5	48.22	27.35	24.44
6pse	48.22	27.34	24.44
6vny	48.22	27.35	24.44
4jnv	48.22	27.34	24.44
4zq0	48.24	27.33	24.43
8cy1	48.22	27.35	24.43
8qtt	48.28	27.32	24.41
1njw	48.28	27.32	24.41
5n5f	48.29	27.31	24.41
1qz7	48.3	27.3	24.4
7jrq	48.3	27.3	24.4
6guy	48.31	27.3	24.4
6ckn	48.31	27.29	24.39
5nkj	48.29	27.31	24.39
1gwr	48.3	27.31	24.39
4fbi	48.3	27.31	24.39
8j0w	48.31	27.3	24.39
6qxa	48.38	27.27	24.35
6x94	48.38	27.27	24.36
6g6c	48.4	27.25	24.35
5xdd	48.41	27.25	24.34
2ool	48.4	27.26	24.35
7m8r	48.41	27.24	24.34
1iep	48.4	27.25	24.34
1q4o	48.4	27.25	24.35
8rz2	48.39	27.26	24.35
7bhb	48.4	27.26	24.34
4p1b	48.4	27.25	24.34
6h6t	48.44	27.23	24.33
7viu	48.44	27.23	24.33
1kiz	48.45	27.23	24.32
7k5u	48.45	27.23	24.32
2pvi	48.45	27.23	24.32
6y58	48.45	27.23	24.32
5t5w	48.44	27.23	24.33
4zzb	48.42	27.25	24.33
5l4e	48.4	27.27	24.33
5gnj	48.42	27.26	24.32
8cgc	48.41	27.26	24.33
5ebz	48.41	27.27	24.32
7ktf	48.41	27.27	24.32
2zw3	48.43	27.26	24.31
1dce	48.42	27.26	24.32
5l4h	48.4	27.27	24.32
2z7i	48.41	27.27	24.32
2r2v	48.42	27.26	24.32
6tfn	48.44	27.25	24.31
2nps	48.45	27.24	24.31
2yxy	48.45	27.24	24.31
2z2s	48.44	27.24	24.31
3fzt	48.44	27.25	24.31
6c5r	48.43	27.25	24.32
6ljg	48.43	27.25	24.32
3zpj	48.44	27.24	24.32
5but	48.45	27.24	24.31
3ikn	48.44	27.24	24.32
5j87	48.43	27.25	24.32
1is9	48.43	27.25	24.32
5hxb	48.33	27.28	24.4
1zqb	48.33	27.28	24.4
3onj	48.33	27.28	24.39
4uo2	48.3	27.29	24.41
8cns	48.3	27.29	24.42
8eqh	48.31	27.28	24.41
4x0m	48.3	27.28	24.41
5c9e	48.31	27.28	24.41
3waq	48.31	27.28	24.41
2ria	48.3	27.28	24.42
7nem	48.29	27.29	24.42
6xv8	48.28	27.29	24.42
5tmc	48.23	27.32	24.45
2qlz	48.23	27.32	24.45
3uq2	48.22	27.32	24.45
3nmk	48.23	27.32	24.45
5w40	48.23	27.32	24.45
7obs	48.23	27.32	24.45
6ofp	48.24	27.32	24.44
4au5	48.27	27.3	24.43
3dkf	48.27	27.31	24.43
5vmj	48.24	27.32	24.44
2cmr	48.23	27.33	24.45
6vnh	48.22	27.33	24.45
3aod	48.21	27.33	24.45
5loi	48.22	27.33	24.45
4wfa	48.15	27.36	24.49
7m4h	48.15	27.36	24.49
2x5v	48.15	27.36	24.49
3i54	48.14	27.36	24.5
4k0k	48.11	27.38	24.52
1m17	48.1	27.38	24.52
3ag1	48.12	27.37	24.5
4kmu	48.05	27.41	24.54
4o9u	48.05	27.41	24.54
6iph	48.05	27.41	24.54
2qk2	48.05	27.41	24.53
6nz1	48.07	27.4	24.53
5jbg	48.06	27.41	24.53
6e4f	48.06	27.41	24.53
4jea	48.07	27.4	24.53
6bzd	48.09	27.39	24.52
7e4n	48.09	27.39	24.52
3ren	48.09	27.39	24.52
4rcp	48.09	27.39	24.52
3qo7	48.09	27.39	24.52
5mfm	48.13	27.37	24.51
7rs3	48.14	27.36	24.5
5o74	48.14	27.36	24.5
4q4a	48.15	27.36	24.49
3m9v	48.15	27.36	24.49
3w54	48.16	27.35	24.48
5ydd	48.16	27.35	24.48
6tk5	48.17	27.35	24.48
3brt	48.18	27.35	24.48
5bwe	48.17	27.35	24.48
6ma2	48.16	27.35	24.48
2pif	48.15	27.36	24.49
1ecm	48.16	27.36	24.49
7m3p	48.16	27.36	24.49
4trg	48.15	27.36	24.49
2fcw	48.16	27.36	24.49
7dqd	48.08	27.4	24.51
7x9s	48.1	27.4	24.51
5oqt	48.11	27.39	24.5
6nwj	48.1	27.39	24.51
5ecf	48.14	27.37	24.49
3g4x	48.14	27.37	24.49
4bpd	48.16	27.36	24.48
6yrw	48.15	27.36	24.49
2oxl	48.15	27.36	24.49
4uae	48.16	27.35	24.49
2pqq	48.15	27.36	24.49
3gto	48.1	27.38	24.52
3coq	48.1	27.38	24.52
8hlj	48.09	27.39	24.52
5w2h	48.09	27.39	24.52
8scj	48.09	27.39	24.52
8bio	48.08	27.4	24.52
6s9i	48.07	27.41	24.53
6tb2	48.05	27.42	24.53
5oge	48.1	27.39	24.51
6qgt	48.09	27.39	24.52
4ayb	48.04	27.42	24.54
4iwj	48.07	27.4	24.53
4z6f	48.07	27.4	24.53
5j2b	48.07	27.4	24.53
4zuz	48.07	27.4	24.53
6pt2	48.08	27.39	24.52
2v5d	48.08	27.4	24.53
1nnq	48.08	27.39	24.53
5mx5	48.13	27.37	24.5
6twn	48.15	27.36	24.49
2xus	48.15	27.36	24.49
3rq9	48.15	27.36	24.49
3rv0	48.16	27.35	24.48
5hcc	48.12	27.37	24.5
7yit	48.13	27.37	24.5
3cr3	48.13	27.37	24.5
8ojf	48.14	27.36	24.49
5oix	48.15	27.36	24.49
3smp	48.14	27.37	24.49
5t0d	48.12	27.38	24.51
5l27	48.13	27.37	24.5
6m89	48.13	27.37	24.5
3zcd	48.14	27.37	24.49
4kt0	48.15	27.36	24.49
6xpo	48.12	27.37	24.51
8rz1	48.11	27.38	24.51
8scq	48.11	27.38	24.51
8hac	48.11	27.38	24.51
5j5u	48.11	27.38	24.51
6ix7	48.11	27.38	24.51
8d09	48.11	27.38	24.51
6ivj	48.14	27.37	24.5
8icx	48.14	27.37	24.5
7wls	48.14	27.36	24.5
3kf4	48.13	27.37	24.5
4jol	48.14	27.37	24.5
4oj5	48.08	27.39	24.53
5bsg	48.08	27.39	24.53
8ir6	48.08	27.39	24.53
8igc	48.08	27.39	24.53
6rrx	48.07	27.4	24.54
2f7o	48.05	27.41	24.55
5f20	48.05	27.41	24.55
3tar	48.04	27.41	24.55
1jcc	48.05	27.41	24.55
6wtp	48.05	27.41	24.55
6akl	48.05	27.41	24.54
3v3z	48.05	27.4	24.55
3dwc	48.07	27.4	24.53
3iko	48.06	27.4	24.54
4d4a	48.06	27.4	24.54
8tnt	48.02	27.43	24.55
6nx3	48.0	27.43	24.56
8txt	47.94	27.47	24.59
6rgz	47.94	27.47	24.59
6ueu	47.93	27.47	24.6
4rwi	47.93	27.48	24.6
7rfn	47.91	27.49	24.6
3zew	47.91	27.49	24.6
7tal	47.91	27.49	24.6
5x6d	47.9	27.5	24.61
8f1y	47.89	27.5	24.61
1c3w	47.9	27.5	24.61
6gdj	47.9	27.49	24.61
3oe7	47.83	27.54	24.64
5h40	47.79	27.55	24.66
1o9d	47.79	27.55	24.66
8qth	47.79	27.55	24.66
2j9w	47.79	27.55	24.66
4xgs	47.81	27.54	24.65
6c4x	47.82	27.53	24.65
4oin	47.78	27.55	24.67
7vkn	47.78	27.55	24.67
4utg	47.77	27.55	24.68
5juf	47.77	27.55	24.67
7sp5	47.79	27.54	24.66
3nft	47.8	27.54	24.66
5sx9	47.79	27.54	24.66
1knz	47.81	27.54	24.66
2qon	47.8	27.54	24.66
5j73	47.81	27.54	24.66
5d46	47.81	27.54	24.66
6qe6	47.8	27.54	24.66
6e12	47.81	27.54	24.65
3fvb	47.81	27.54	24.65
1cpr	47.81	27.54	24.65
4gfk	47.82	27.53	24.65
6smz	47.82	27.53	24.65
2gzd	47.82	27.53	24.65
3wvg	47.82	27.53	24.65
4xa5	47.82	27.53	24.65
5apw	47.83	27.53	24.65
6yu5	47.84	27.52	24.64
5nxa	47.89	27.49	24.62
3ez0	47.91	27.48	24.61
7rx9	47.91	27.48	24.61
1hrs	47.91	27.47	24.61
2hjd	47.92	27.47	24.61
7d5x	47.94	27.47	24.59
8jbl	47.92	27.48	24.6
1qm6	47.92	27.48	24.6
3acy	47.92	27.48	24.6
3w1v	47.91	27.49	24.6
4fyf	47.92	27.48	24.6
5yfd	47.91	27.48	24.6
3oxq	47.92	27.48	24.6
1m9n	47.91	27.48	24.61
5eoa	47.92	27.48	24.6
8cbg	47.91	27.48	24.61
5fpu	47.91	27.48	24.61
4biv	47.91	27.48	24.61
5ugl	47.9	27.49	24.61
3hao	47.91	27.48	24.61
3qkr	47.91	27.48	24.61
6koc	47.93	27.47	24.6
5fze	47.92	27.47	24.6
6qk0	47.93	27.47	24.6
7bha	47.94	27.47	24.59
3l4k	47.93	27.47	24.6
6txo	47.91	27.48	24.61
6w3i	47.9	27.48	24.61
1at3	47.9	27.49	24.61
2yn4	47.9	27.49	24.62
6nye	47.9	27.48	24.61
4wfd	47.92	27.48	24.61
3qjv	47.92	27.47	24.6
4hou	47.93	27.47	24.6
5v1g	47.93	27.47	24.6
6wzb	47.95	27.46	24.59
5ya5	47.95	27.46	24.59
5hky	47.95	27.46	24.59
7zou	47.95	27.46	24.59
6s39	47.95	27.46	24.59
6is6	47.96	27.46	24.59
8ftm	47.95	27.46	24.58
7eb9	47.95	27.47	24.59
2iak	47.95	27.46	24.58
3vnx	47.95	27.46	24.58
3zdo	47.97	27.45	24.58
1exz	47.97	27.46	24.57
2p9n	47.96	27.46	24.58
5tyg	47.96	27.46	24.58
6e35	47.96	27.46	24.58
6ko5	47.95	27.47	24.58
4nxl	47.96	27.47	24.58
5ukl	47.94	27.47	24.59
1kwy	47.94	27.47	24.59
5cci	47.93	27.48	24.59
2y6x	47.93	27.48	24.59
5ccg	47.93	27.48	24.59
4okz	47.94	27.48	24.58
3gf3	47.94	27.48	24.58
2wnq	47.94	27.48	24.58
5kmn	47.94	27.48	24.58
4woq	47.93	27.49	24.58
7dj2	47.95	27.48	24.58
4f7o	47.94	27.48	24.58
5gwv	47.96	27.47	24.57
6ob7	47.96	27.47	24.57
3v7k	47.96	27.47	24.57
4rfm	47.96	27.47	24.57
5xcr	47.95	27.48	24.57
1luj	47.96	27.47	24.57
4i27	47.96	27.47	24.57
1fnq	47.95	27.47	24.57
5sdl	47.95	27.47	24.57
4yxw	47.93	27.49	24.59
8e7x	47.93	27.48	24.58
1fzh	47.95	27.47	24.58
7b43	47.95	27.48	24.58
6wtc	47.95	27.48	24.58
8cxv	47.93	27.49	24.58
7dy8	47.94	27.49	24.58
1pj0	47.95	27.48	24.57
6ypy	47.95	27.48	24.57
7u1x	47.95	27.48	24.57
6n77	47.95	27.48	24.57
7khj	47.94	27.48	24.57
2fha	47.94	27.48	24.57
7z42	47.92	27.5	24.58
7e0q	47.92	27.5	24.58
1twh	47.87	27.52	24.61
2yks	47.84	27.55	24.61
4dx6	47.85	27.54	24.61
1qwu	47.83	27.55	24.62
5fcn	47.83	27.55	24.61
3zge	47.85	27.55	24.6
4bok	47.85	27.55	24.6
6dhz	47.86	27.54	24.6
8tcz	47.86	27.54	24.6
4uc1	47.87	27.54	24.6
6pv5	47.86	27.54	24.6
5lma	47.86	27.54	24.6
2hl5	47.86	27.54	24.6
7e6g	47.86	27.54	24.6
5eyc	47.86	27.54	24.6
4twf	47.83	27.56	24.61
5du6	47.82	27.57	24.61
6apb	47.8	27.58	24.61
5sx8	47.8	27.59	24.61
1m5i	47.8	27.58	24.61
1u3q	47.81	27.58	24.61
6s30	47.81	27.58	24.61
4ltr	47.82	27.57	24.61
2v2l	47.82	27.57	24.6
4i2a	47.82	27.57	24.61
3zqe	47.83	27.57	24.6
6fhj	47.81	27.57	24.61
3ocf	47.83	27.57	24.61
6kkk	47.85	27.55	24.6
5b03	47.87	27.54	24.59
6ylu	47.87	27.54	24.59
5dac	47.87	27.54	24.59
6g09	47.87	27.54	24.59
4dr2	47.84	27.55	24.6
3rqe	47.86	27.55	24.6
6hrc	47.88	27.54	24.59
4uem	47.88	27.54	24.59
4eed	47.89	27.53	24.58
7k5r	47.89	27.53	24.58
6qsk	47.92	27.51	24.56
5xho	47.92	27.51	24.56
3u06	47.92	27.52	24.56
4bxt	47.93	27.52	24.56
6eww	47.94	27.51	24.55
1cxz	47.94	27.51	24.55
8gvj	47.94	27.51	24.55
6h7j	47.94	27.51	24.55
3kxl	47.94	27.51	24.55
4l9n	47.94	27.51	24.55
5udi	47.95	27.51	24.55
4mlb	47.98	27.48	24.53
5bpy	47.98	27.49	24.53
4yps	47.98	27.49	24.53
5n9j	47.98	27.49	24.53
6z8i	47.96	27.5	24.53
7emk	47.97	27.5	24.53
1y6a	47.96	27.5	24.53
2wvq	47.97	27.5	24.53
5m4m	47.97	27.5	24.53
6ytu	47.97	27.5	24.53
7n79	47.97	27.5	24.53
3rj3	47.96	27.5	24.53
